-23587,-23594,-23529,-23936,-24061,-24034
-23954,-23996,-24221,-24601,-24471,-24312
-24134,-23964,-23899,-24201,-24237,-24299
-24379,-24404,-24374,-25009,-25346,-25569
-25644,-25571,-25394,-25484,-25659,-25791
-25924,-26049,-26059,-25781,-25927,-26039
-26026,-25971,-26031,-26724,-26734,-26544
-26186,-25789,-25476,-25021,-24821,-24711
-24726,-24767,-24699,-24226,-24226,-24249
-24236,-24161,-24042,-23861,-23901,-23939
-23986,-24041,-24051,-23561,-23456,-23476
-23542,-23579,-23601,-24374,-24519,-24382
-24117,-23919,-23849,-24182,-24509,-24971
-25554,-26166,-26624,-26726,-26846,-26996
-27016,-26919,-26836,-26666,-26609,-26652
-26716,-26603,-26211,-24814,-24669,-24561
-24427,-24304,-24226,-23879,-23739,-23657
-23604,-23516,-23374,-23211,-23384,-23561
-23636,-23644,-23529,-23734,-23869,-23967
-24029,-24126,-24291,-24234,-24041,-23911
-23851,-23874,-23999,-24424,-24474,-24586
-24714,-24716,-24621,-25046,-25311,-25564
-25762,-25747,-25464,-25149,-25284,-25376
-25454,-25464,-25381,-25944,-26201,-26211
-26089,-25977,-25939,-26486,-26559,-26278
-25799,-25467,-25466,-24957,-24501,-24386
-24531,-24599,-24411,-24026,-24076,-24042
-23976,-23926,-23884,-23771,-23809,-23829
-23809,-23781,-23751,-23769,-23784,-23757
-23701,-23616,-23491,-23874,-24176,-24284
-24234,-24154,-24086,-24026,-24186,-24394
-24696,-25164,-25684,-26101,-26271,-26474
-26499,-26349,-26201,-26241,-26259,-26269
-26261,-26219,-26111,-25141,-24836,-24624
-24476,-24346,-24234,-23911,-23792,-23664
-23526,-23399,-23284,-23139,-23361,-23611
-23711,-23536,-23516,-23841,-23871,-23957
-24096,-24244,-24364,-24106,-23969,-23916
-23921,-23984,-24099,-24416,-24576,-24794
-24982,-25026,-24926,-25082,-25219,-25306
-25307,-25171,-25049,-25784,-25609,-25516
-25761,-25937,-25671,-25703,-25809,-25641
-25574,-25694,-25746,-26001,-26219,-26096
-25746,-25542,-25644,-25001,-24552,-24417
-24421,-24286,-24029,-23942,-23929,-23854
-23821,-23836,-23826,-23776,-23794,-23771
-23739,-23726,-23704,-23654,-23654,-23609
-23586,-23594,-23511,-23461,-23842,-24209
-24491,-24686,-24727,-24139,-24191,-24299
-24354,-24459,-24717,-25349,-25464,-25551
-25524,-25424,-25386,-25689,-25803,-25791
-25641,-25516,-25524,-25121,-24781,-24494
-24261,-24082,-23969,-23704,-23582,-23444
-23319,-23241,-23206,-23059,-23241,-23476
-23579,-23469,-23484,-23891,-23906,-23939
-24021,-24144,-24314,-24219,-24094,-24004
-23909,-23856,-23882,-24357,-24619,-24824
-24996,-25106,-25049,-24949,-25196,-25494
-25671,-25586,-25491,-26541,-25874,-25341
-25536,-25914,-25844,-26186,-25974,-25511
-25426,-25689,-25819,-25809,-25949,-25849
-25569,-25374,-25374,-24874,-24636,-24536
-24429,-24241,-24094,-23929,-23879,-23884
-23914,-23901,-23844,-23761,-23736,-23679
-23649,-23674,-23699,-23614,-23599,-23534
-23496,-23536,-23524,-23169,-23394,-23799
-24242,-24561,-24674,-24179,-24194,-24349
-24404,-24324,-24354,-24984,-24979,-24969
-24957,-24931,-24957,-25361,-25481,-25384
-25079,-24834,-24826,-24794,-24539,-24246
-23936,-23674,-23521,-23349,-23309,-23264
-23179,-23089,-23029,-22921,-23044,-23259
-23424,-23546,-23799,-24389,-24229,-23946
-23726,-23717,-23976,-24194,-24067,-23984
-23864,-23739,-23624,-23876,-24267,-24549
-24764,-24931,-24966,-25416,-25484,-25519
-25659,-25614,-25231,-25501,-25381,-25306
-25581,-25782,-25651,-26374,-26206,-25814
-25644,-25611,-25532,-25777,-25726,-25464
-25084,-24782,-24714,-24599,-24521,-24471
-24359,-24224,-24139,-23896,-23866,-23839
-23754,-23659,-23629,-23567,-23554,-23567
-23566,-23546,-23531,-23509,-23524,-23477
-23424,-23424,-23426,-23066,-22959,-23194
-23649,-23936,-24067,-24376,-24181,-24211
-24329,-24301,-24276,-24734,-24686,-24684
-24696,-24664,-24684,-25206,-25284,-25176
-24899,-24642,-24541,-24369,-24099,-23751
-23411,-23161,-23069,-23142,-23126,-23099
-23024,-22939,-22894,-22871,-22906,-23007
-23244,-23574,-23846,-23881,-23664,-23471
-23474,-23684,-23964,-23649,-23529,-23474
-23446,-23529,-23579,-23464,-23871,-24224
-24426,-24546,-24636,-25317,-25199,-24964
-25109,-25396,-25219,-24589,-24634,-24757
-24991,-25089,-25001,-25382,-25584,-25751
-25684,-25299,-25004,-25696,-25586,-25281
-24796,-24381,-24281,-24131,-24126,-24166
-24151,-24104,-24049,-23829,-23749,-23641
-23557,-23531,-23534,-23421,-23417,-23444
-23426,-23379,-23371,-23349,-23359,-23351
-23339,-23316,-23246,-23001,-22769,-22994
-23571,-23871,-23924,-24746,-24444,-24269
-24294,-24341,-24399,-24539,-24484,-24474
-24474,-24484,-24604,-24776,-24736,-24704
-24551,-24286,-24011,-23642,-23401,-23096
-22904,-22844,-22879,-22996,-22969,-22939
-22854,-22796,-22796,-22811,-22909,-22976
-23196,-23614,-23382,-22851,-22909,-23026
-23339,-23739,-23889,-23354,-23532,-23507
-23456,-23689,-23996,-23309,-23514,-23906
-24082,-24171,-24411,-24689,-25121,-25461
-25751,-25907,-25599,-24429,-24146,-24081
-24154,-24146,-24176,-24716,-25042,-25371
-25361,-25036,-24946,-25289,-24976,-24701
-24342,-24064,-24064,-23739,-23751,-23801
-23826,-23844,-23836,-23636,-23516,-23426
-23411,-23404,-23331,-23234,-23196,-23146
-23096,-23061,-23071,-23189,-23254,-23251
-23244,-23257,-23176,-22904,-22681,-22882
-23486,-23832,-23799,-24557,-24701,-24546
-24171,-24007,-24199,-24444,-24431,-24404
-24414,-24494,-24604,-24049,-23899,-23826
-23621,-23324,-23039,-22801,-22694,-22549
-22539,-22629,-22726,-22841,-22859,-22841
-22711,-22636,-22701,-22789,-23142,-23449
-23614,-23026,-22689,-22741,-22821,-22791
-22859,-23119,-23234,-23794,-24334,-24356
-24196,-24206,-24339,-22984,-22851,-23481
-23867,-23761,-23836,-24671,-25629,-25819
-25091,-24221,-23631,-23946,-24024,-24556
-24967,-24659,-24159,-24551,-24656,-24641
-24531,-24411,-24536,-24449,-24031,-23959
-23946,-23851,-23754,-23326,-23324,-23369
-23467,-23556,-23569,-23386,-23296,-23232
-23151,-23059,-22976,-22826,-22771,-22759
-22774,-22774,-22791,-22976,-23064,-23066
-23039,-23064,-23049,-22817,-22657,-22694
-23089,-23521,-23711,-24096,-24634,-24586
-23927,-23561,-23792,-24139,-24176,-24192
-24299,-24404,-24331,-23446,-23219,-22946
-22596,-22381,-22316,-22329,-22351,-22359
-22454,-22564,-22654,-22696,-22671,-22634
-22559,-22557,-22686,-22661,-22961,-23329
-23351,-22392,-22476,-22714,-22609,-22569
-22554,-22634,-22659,-23664,-23982,-23934
-23857,-23666,-23599,-23479,-22876,-23321
-23919,-23726,-23417,-24899,-26027,-26127
-25184,-24301,-24126,-25539,-25149,-25394
-25679,-25264,-24617,-24232,-24201,-24081
-24054,-24021,-24042,-23874,-23646,-23844
-24054,-23864,-23434,-22906,-22854,-22919
-23096,-23217,-23239,-23139,-23074,-23029
-22934,-22826,-22746,-22476,-22441,-22444
-22457,-22474,-22534,-22764,-22851,-22934
-22939,-22901,-22869,-22686,-22641,-22554
-22639,-23019,-23384,-23754,-24117,-23954
-23451,-23264,-23401,-23774,-23904,-24001
-24134,-24129,-23882,-22784,-22532,-22306
-22136,-22121,-22179,-22191,-22231,-22301
-22417,-22524,-22586,-22471,-22441,-22404
-22424,-22496,-22569,-22429,-22389,-22546
-22549,-22574,-22779,-22541,-22399,-22411
-22454,-22521,-22531,-22821,-22757,-22807
-23069,-22979,-22816,-24192,-23466,-23061
-23331,-23517,-23636,-24541,-24944,-25769
-26516,-26744,-26464,-26599,-26296,-26172
-25902,-25401,-24919,-23912,-23866,-23846
-23954,-23959,-23866,-23631,-23554,-23649
-23624,-23281,-22857,-22589,-22559,-22619
-22721,-22784,-22821,-22809,-22754,-22704
-22642,-22559,-22444,-22282,-22271,-22259
-22287,-22349,-22414,-22631,-22689,-22754
-22744,-22686,-22674,-22559,-22574,-22501
-22451,-22596,-22671,-23179,-23389,-23139
-23017,-23136,-23192,-23701,-23841,-23914
-23811,-23489,-23132,-22276,-22136,-22076
-22104,-22141,-22146,-22119,-22149,-22217
-22276,-22334,-22401,-22276,-22294,-22286
-22319,-22374,-22432,-22314,-22201,-22309
-22451,-22532,-22594,-22524,-22484,-22319
-22256,-22449,-22691,-22511,-22511,-22739
-23036,-22971,-22774,-23704,-23796,-23131
-22746,-22824,-23141,-23621,-22974,-23611
-25169,-26446,-26699,-25939,-26303,-26514
-26286,-25703,-24799,-23761,-23641,-23621
-23799,-23782,-23594,-23144,-23099,-22944
-22696,-22486,-22389,-22366,-22354,-22349
-22382,-22461,-22526,-22496,-22489,-22421
-22366,-22311,-22219,-22057,-22054,-22101
-22159,-22234,-22311,-22567,-22599,-22611
-22606,-22561,-22526,-22436,-22454,-22449
-22411,-22464,-22401,-22499,-22754,-22671
-22814,-23139,-23264,-23551,-23524,-23459
-23126,-22614,-22274,-22094,-22069,-21996
-21969,-21957,-21951,-22016,-22056,-22111
-22144,-22161,-22196,-22182,-22182,-22214
-22236,-22261,-22374,-22281,-22391,-22454
-22446,-22094,-22229,-22434,-22586,-22564
-22501,-22569,-22719,-22701,-22854,-22986
-23066,-22946,-22824,-22754,-23426,-23332
-23011,-22926,-22866,-23046,-22609,-22514
-22986,-24092,-25421,-25937,-25579,-25264
-25429,-25381,-24289,-23864,-23571,-23521
-23804,-23779,-23444,-22629,-22517,-22354
-22239,-22201,-22209,-22179,-22159,-22131
-22156,-22196,-22219,-22194,-22157,-22099
-22051,-22004,-21946,-21886,-21936,-21994
-21996,-22019,-22129,-22326,-22357,-22391
-22419,-22417,-22381,-22354,-22359,-22369
-22296,-22259,-22336,-22017,-22336,-22436
-22494,-22766,-22976,-22834,-22781,-22636
-22319,-21999,-21876,-21951,-21889,-21829
-21844,-21866,-21889,-21949,-21954,-21934
-21974,-22034,-22046,-22159,-22146,-22182
-22214,-22224,-22336,-22242,-22336,-22226
-22056,-22141,-22309,-22376,-22506,-22644
-22654,-22611,-22652,-22814,-22761,-22596
-22764,-22894,-22684,-22129,-22314,-22494
-22589,-22731,-22789,-22417,-22536,-22399
-22129,-22214,-22854,-24317,-23859,-23309
-23799,-24344,-23629,-24031,-23811,-23601
-23599,-23459,-23067,-22286,-22169,-22096
-22076,-22012,-21944,-21916,-21967,-22009
-22029,-21961,-21921,-21946,-21901,-21874
-21841,-21784,-21759,-21801,-21834,-21849
-21882,-21926,-21981,-22092,-22131,-22164
-22196,-22236,-22256,-22251,-22219,-22234
-22219,-22126,-22186,-21886,-22207,-22399
-22366,-22356,-22321,-21984,-22034,-21971
-21799,-21734,-21796,-21844,-21736,-21729
-21774,-21782,-21789,-21864,-21884,-21876
-21906,-21951,-22014,-22101,-22109,-22109
-22126,-22154,-22214,-22199,-22139,-22099
-22124,-22229,-22352,-22541,-22559,-22601
-22644,-22674,-22751,-22744,-22519,-22026
-22014,-22386,-22221,-22017,-21816,-21951
-22034,-21921,-21919,-21816,-21919,-21966
-22087,-22129,-22009,-22231,-22461,-22434
-22811,-23211,-22824,-23429,-23556,-23242
-22919,-22731,-22429,-21966,-21896,-21829
-21779,-21699,-21689,-21709,-21779,-21789
-21764,-21709,-21716,-21674,-21654,-21657
-21654,-21626,-21629,-21711,-21714,-21731
-21782,-21789,-21799,-21939,-21996,-22061
-22149,-22199,-22186,-22192,-22156,-22086
-22094,-22049,-22026,-21906,-21906,-22149
-22482,-22339,-21834,-21709,-21671,-21714
-21676,-21686,-21744,-21732,-21719,-21711
-21692,-21684,-21699,-21791,-21804,-21854
-21891,-21886,-21949,-22001,-22029,-22031
-22034,-22061,-22044,-22236,-22206,-22246
-22314,-22099,-22276,-22569,-22596,-22634
-22739,-22724,-22604,-22384,-22329,-21979
-21586,-21742,-21809,-21942,-21861,-21924
-21931,-21751,-21667,-21686,-21709,-21761
-21909,-22159,-22219,-21716,-22089,-22249
-22242,-22294,-22099,-22189,-22314,-22121
-22026,-22004,-21846,-21654,-21601,-21567
-21549,-21516,-21532,-21571,-21582,-21554
-21526,-21507,-21544,-21519,-21486,-21499
-21549,-21549,-21552,-21649,-21666,-21726
-21742,-21734,-21794,-21911,-21989,-22029
-22089,-22131,-22134,-22149,-22106,-21996
-21971,-21926,-21861,-21911,-21646,-21786
-22494,-22621,-21921,-21671,-21586,-21654
-21661,-21679,-21701,-21631,-21631,-21629
-21639,-21667,-21666,-21754,-21782,-21799
-21861,-21929,-21951,-22014,-21976,-21992
-22024,-22019,-21954,-22214,-22219,-22182
-22099,-22181,-22306,-22394,-22259,-22171
-22229,-22266,-22177,-21829,-21749,-21824
-21614,-21479,-21607,-21659,-21734,-21682
-21599,-21599,-21719,-21611,-21599,-21671
-21534,-21671,-21826,-21581,-21744,-21757
-21626,-21707,-21741,-21711,-21634,-21571
-21634,-21601,-21504,-21484,-21466,-21469
-21471,-21454,-21451,-21446,-21399,-21384
-21404,-21399,-21416,-21479,-21464,-21506
-21539,-21549,-21574,-21596,-21594,-21654
-21694,-21751,-21834,-21936,-22021,-22011
-22001,-22056,-22074,-21969,-21921,-21874
-21864,-21821,-21769,-21811,-21651,-21582
-22079,-22674,-22466,-21451,-21461,-21489
-21524,-21584,-21586,-21667,-21601,-21599
-21624,-21636,-21642,-21676,-21771,-21791
-21809,-21901,-21946,-21996,-21939,-21951
-22021,-22036,-21944,-22064,-22051,-22071
-22036,-22021,-22129,-22104,-21894,-21701
-21544,-21644,-21891,-21564,-21181,-21261
-21492,-21301,-21411,-21514,-21496,-21524
-21549,-21531,-21604,-21714,-21669,-21632
-21341,-21489,-21719,-21569,-21459,-21309
-21186,-21376,-21491,-21601,-21551,-21559
-21509,-21501,-21536,-21396,-21371,-21381
-21379,-21366,-21376,-21369,-21354,-21324
-21314,-21342,-21379,-21429,-21457,-21501
-21509,-21536,-21569,-21564,-21589,-21626
-21664,-21729,-21759,-21884,-21889,-21874
-21874,-21914,-21901,-21826,-21811,-21771
-21749,-21676,-21639,-21549,-21499,-21394
-21404,-21946,-22361,-21704,-21651,-21532
-21457,-21486,-21511,-21601,-21571,-21604
-21617,-21616,-21631,-21664,-21691,-21724
-21751,-21764,-21816,-21879,-21911,-21931
-21951,-21994,-21881,-21819,-21764,-21754
-21794,-21706,-21766,-21644,-21534,-21454
-21244,-21254,-21669,-21364,-20801,-20807
-21479,-21354,-21261,-21479,-21331,-21374
-21524,-21539,-21639,-21671,-21659,-21609
-21316,-21319,-21431,-21461,-21396,-21274
-21144,-21239,-21179,-21391,-21381,-21361
-21242,-21364,-21464,-21326,-21296,-21341
-21336,-21321,-21321,-21289,-21301,-21309
-21304,-21334,-21351,-21432,-21439,-21471
-21524,-21544,-21551,-21519,-21529,-21564
-21624,-21684,-21709,-21794,-21782,-21759
-21746,-21742,-21736,-21676,-21679,-21674
-21686,-21619,-21551,-21446,-21342,-21346
-21169,-21212,-21536,-21796,-21826,-21824
-21511,-21389,-21542,-21454,-21439,-21504
-21526,-21571,-21586,-21637,-21609,-21594
-21676,-21699,-21709,-21742,-21771,-21819
-21809,-21801,-21676,-21549,-21591,-21539
-21554,-21446,-21374,-21394,-21274,-21159
-21019,-20954,-21186,-21054,-20594,-20832
-21792,-21614,-21171,-21517,-21484,-21426
-21457,-21379,-21486,-21551,-21539,-21551
-21396,-21367,-21401,-21354,-21404,-21386
-21341,-21359,-21161,-21469,-21401,-21336
-21282,-21326,-21354,-21289,-21294,-21301
-21242,-21246,-21244,-21254,-21259,-21282
-21286,-21309,-21314,-21394,-21381,-21396
-21464,-21464,-21471,-21506,-21494,-21504
-21554,-21592,-21641,-21694,-21679,-21641
-21659,-21669,-21651,-21617,-21624,-21616
-21609,-21554,-21529,-21476,-21351,-21321
-21277,-21241,-21271,-21294,-21486,-21774
-21514,-21326,-21394,-21586,-21551,-21589
-21529,-21501,-21539,-21504,-21542,-21519
-21546,-21611,-21629,-21644,-21604,-21646
-21676,-21634,-21524,-21234,-21424,-21507
-21529,-21021,-21014,-21239,-21234,-21039
-20839,-20819,-20854,-20816,-20684,-21239
-22201,-21961,-21359,-21506,-21464,-21389
-21461,-21456,-21457,-21539,-21504,-21421
-21214,-21221,-21361,-21351,-21392,-21421
-21409,-21386,-21356,-21496,-21384,-21316
-21367,-21331,-21414,-21231,-21286,-21271
-21211,-21224,-21207,-21206,-21261,-21282
-21256,-21249,-21276,-21376,-21386,-21376
-21406,-21431,-21449,-21479,-21484,-21481
-21489,-21489,-21536,-21591,-21576,-21564
-21571,-21594,-21576,-21626,-21604,-21569
-21542,-21509,-21509,-21492,-21441,-21321
-21296,-21346,-21361,-21346,-21359,-21549
-21614,-21544,-21311,-21481,-21486,-21616
-21604,-21484,-21386,-21417,-21459,-21492
-21471,-21486,-21517,-21514,-21504,-21489
-21496,-21496,-21446,-21019,-21067,-21086
-21129,-20971,-20979,-21094,-21186,-21046
-20851,-21019,-21169,-20604,-20639,-21311
-22151,-22034,-21464,-21424,-21414,-21351
-21371,-21451,-21499,-21401,-21379,-21371
-21266,-21292,-21357,-21342,-21341,-21371
-21321,-21219,-21369,-21527,-21379,-21367
-21459,-21354,-21424,-21269,-21304,-21267
