121.2,142.1,71.1,46.7
44.5,18.9,80.5,124.9
83.8,75.1,61.7,88.5
52.3,66.8,102.1,153.2
139.6,101.6,136.5,104.6
135.1,171.4,157.1,119.1
71,209.9,236.6,285.8
205.6,80.9,105.3,97.6
43.5,63.9,91.9,141.4
98.1,139.7,186.8,161.9
122.5,139.9,78.1,49.3
124.8,138.9,89.3,151.9
80.7,93.1,69.9,83.6
50.4,53.4,62.8,110.3
81.8,79.2,75,65.7
101.9,91.6,108.7,44.7
60.8,99.5,85.8,99.9
11.9,56.3,95.4,92.8
29.2,62.4,49.5,66.2
87,40.2,13.5,67.9
63.8,42.7,37.1,99.8
51.6,3.2,9.5,21.1
20.9,31.4,52.9,37.9
49.4,30.8,63.6,48.1
9.4,54.8,39.2,9.8
40.2,32.2,19.8,57.1
44.9,38.4,10.8,42.6
60.6,18.1,12.2,119
112.18,60.47,86.13,35.25
32.69,87.44,126.25,123.06
114,125.58,117.12,76.06
78.29,105.82,108.71,129.53
133.12,123.35,132.53,40.53
113.24,130.88,141.88,155.36
160.76,88.71,72.18,113.19
99,77.44,101,79.06
53.33,62.31,141.75,151.24
157.71,137.88,159.29,140.06
64.41,67.71,56.65,62.12
29.59,95.5,63.4,114.29
143.47,84.5,70.38,106
69.81,90.56,111.71,86.53
70,97.65,123.35,144.88
174.75,195.88,212.19,158.31
50.4,99.31,101.31,164.29
70.12,70.53,62.24,73.24
36.76,43.47,99.88,86.41
94.41,66.82,84.45,71.88
76.5,101.69,110.31,75.06
64.18,66,24.69,113.06
174.13,78,96.06,129.69
149.85,131.67,116.63,93.69
116.75,124.06,98.69,54.75
78.71,100.88,78.76,155.29
129.82,126.35,125.6,111.5
148.38,188.25,164.38,150.75
17.5,61.69,78.88,87.53
71,64.88,84.35,96.53
35.2,58.41,58.59,33.35
34.29,59,60.41,52.47
43.12,10.59,58.24,60.94
67,36.69,53.69,55.63
73.94,72.56,86.38,86.38
45.59,68.47,36.82,15.76
23.29,6.24,69.71,76.91
34.41,11.94,33.53,22.33
20.56,45.44,17.75,24.31
25.81,45.56,3.18,59.35
17.71,3.18,31.76,3
25.5,21.18,40.53,19.38
9.35,13.88,13,12.59
10.53,19.63,16.75,23.44
24.81,22.06,19.38,11.81
17.5,86.24,91.55,113
72.76,77.06,73.47,125.94
128.24,20.65,61.44,111.63
132.94,98,78.69,125.63
101.13,86.25,56.81,34.82
82.88,56.71,113,103.71
82.29,80.18,73.71,49.88
79.35,109.81,117.5,124.62
180.56,125.63,94.63,73
78.56,80.69,63.55,109.94
77.38,59.38,72.94,112.06
130.41,75.41,149.06,134
108,145.93,159.75,128.31
153.29,82.59,118.88,156.06
165.38,135.94,158.38,134
129.76,99.29,114.42,115.13
140.5,135.25,130.4,142.94
161.29,99.5,82.81,17.41
169.79,144.38,166.44,148.13
192.75,194.59,195.25,157.81
161.44,156.63,127.13,149.07
171.13,198.63,203.31,184.53
125.47,56.18,129.29,69.76
80.29,75.47,87.88,81.65
88.53,136.59,159.59,85.24
60.35,91.59,123.41,137.06
147.63,91.53,80.5,89.94
87.63,65.63,88.31,130.86
44.44,86.94,87.75,121.29
133.18,35.88,26.47,14.94
36.29,75,69.53,68.24
40.4,97.58,21.63,75.88
91.94,83.63,68.69,56.5
70.94,77,78.13,88.38
80.81,112.31,39,47.63
61.53,61.35,15.5,63.77
46.5,48.73,37.06,51.63
64.38,33.77,45.88,30.67
33.94,20.5,50.19,41.75
48.06,48.44,14.06,27.81
24,8.25,37.94,37.14
36.56,56.25,47.59,4.88
37.94,4.3,3.8,4.2
4.3,3.6,5.2,6.5
5.2,5.4,3.3,2.7
3.1,2.7,1.9,2
2.4,1.4,4.1,4.8
2.9,5.3,4,2.2
2.7,2.9,2.6,2.7
1.8,2.9,1.7,1.5
2,2.9,2.4,2.5
3.7,4.1,3.3,4.3
3.2,4,2.1,1.8
1.9,2.1,2,2.4
1.9,2.9,2.8,3
2.6,4.4,4.7,3.9
4.3,3.9,2.8,1.2
1.1,3.3,4.7,1.6
3.5,4.5,1.5,2.5
2,2.3,2.3,2.2
4.1,1.3,1.5,2.8
2.8,2,3.4,1.4
7,5.4,3.4,1.5
2.1,1.8,1.6,3.3
1.1,3.9,4,2
0.6,3.4,1.4,2.4
6,5.9,5,1.7
1.5,3,2.3,2.3
1,4.2,1.8,2
1,4,1.7,2.8
2.2,2.6,3.1,2.7
3.2,1.1,2.1,3.8
3.3,3,2.9,4.3
3.5,2,3.5,3.3
1.1,1.1,0.9,0.9
3.3,4.9,1.4,1.1
1.9,1.1,1,1.1
1.4,5,7.4,4.4
1.61,4.95,4.81,5.75
2.08,1.88,2.75,3.14
3.35,3.41,2.54,3.82
2.82,1.78,2.83,2.17
1.96,3.1,2.11,2.22
2.24,5.38,5.06,1.85
2.11,3.68,2.56,2.45
2.94,2,6.79,2.61
3.21,2.45,5.03,6.72
2.82,4.71,4.72,4.44
1.64,3.99,3.24,4.52
2.07,3.18,3.64,2.8
2.01,1.78,2,3.72
3.39,2.11,2.08,3.81
2.69,2.2,2.59,2.42
2.99,3.4,3.65,2.99
2.04,1.74,2.77,1.56
1.79,3.71,2.84,4.37
3.96,5.61,5.02,2.11
7.46,4.95,2.75,2.34
1.55,4.12,2.15,1.68
1.47,2.31,3.98,4.76
3.08,1.99,2.65,2.68
3.62,3.5,4.93,3.11
2.46,2.51,1.57,1.25
2.13,1.77,3.31,3.66
3.18,2.94,5.44,4.75
5.68,4.02,2.75,6.52
6.94,1.61,2,1.65
1.12,1.64,2.2,2.02
2.03,2.54,2.71,3.17
2.4,2.93,1.14,1.08
1.09,2.11,1.05,1.12
0.96,1.88,1.57,3.25
2.58,5.92,5.99,1.99
1.37,2.34,2.76,5.18
4.99,5.02,5.75,5.21
3.59,2.99,3.03,3.05
2.23,2.16,2.12,2.94
4.32,4.56,2.87,2.13
2.46,4.04,2.89,3.28
2.59,1.69,1.98,3.18
3.94,4.81,3.4,3.54
2.02,2.28,3.65,5.64
4.97,2.06,3.58,2.1
7.46,4.21,1.96,3.45
2.32,3.58,3.04,5.97
5.03,3.1,5.16,5.47
2.61,1.92,1.37,5.35
4.5,2.6,1.96,1.88
1.95,4.78,3.99,5.55
7.8,5.06,4.51,4.37
4.54,5.91,5.07,4.46
4.48,3.16,2.55,3.43
1.55,4.87,2.7,3.71
4.56,3.86,3.15,2.24
5.49,3.21,2.34,2.23
1.91,3.39,5.54,3.85
1.53,4.34,5.08,4.11
2.56,3.36,3.02,2.11
2.2,1.65,2.69,2.15
3.59,1.98,2.19,3.83
4.07,3.05,2.79,1.88
3.91,6.45,3.32,3.56
2.26,2.11,3.11,2.17
2.36,1.37,2.52,3.01
1.52,5.62,4.64,4.31
3.32,1.77,2.07,2.35
2.29,2.32,2.41,2.19
1.42,2.02,3.21,6.07
1.68,1.64,1.34,1.62
3.32,5.95,3.26,3.01
2.58,5.04,1.82,1.22
2.95,4.86,7.27,1.45
1.25,0.88,2.84,0.99
1.54,1.76,1.69,4.22
1.38,2.21,2.56,0.88
2,5.18,7.41,4.55
3.34,3.21,1.37,2.96
1.12,2.07,4.58,3.21
3.06,2.56,2.06,2.62
4.5,2.7,2.8,5
2.1,2.1,2.2,7.6
4.8,3.7,7.9,3.5
2.1,4.7,3.8,3.1
3.9,5.7,7.2,8.1
2.5,3.8,5.3,2.6
1.9,3.8,4.9,5.4
2.7,2.6,4.3,1.9
2.7,2.7,3.2,2.7
1.8,1.8,2.7,1.8
3.5,4,3.8,1.5
3.5,5.1,5.5,3.1
2.8,1.9,2.8,4.3
2.5,3.5,1.9,1.8
4,4.5,3.3,1.9
2.5,2.5,2.2,3.4
1.5,2.2,2.2,3.2
2.5,2.7,2.7,4.1
3.8,5.9,1.8,1.9
3.7,2,2.8,5.5
2.3,3.8,3.3,3.3
4.3,1.1,2.1,1.6
1.5,1.7,4.3,2.7
3.9,4.2,5.1,1.4
1.9,4.3,2.2,2.3
1.7,1.8,1.4,4.7
3,4.7,2.2,3.2
4,3.6,4.5,7.6
3,5.6,5.3,4.5
2.3,2.2,3.4,1.7
3.5,2,1.9,2.8
4.5,3.6,2.5,2.8
1.9,1.2,1.2,1.9
3.6,1.8,1.5,4.2
2.2,2.5,3.3,2.8
2.7,2,1.1,2.8
7.9,5.3,2.3,1.9
1.6,2.4,5.4,2.6
6,4,3.3,7.2
2.7,1.6,3.1,3.4
1.4,4.3,4.5,4
6.6,4.1,6.5,2.3
3.2,7.5,3.1,1.2
3.33,3.22,2.76,5.14
3.77,4,2.11,4.39
2.87,2.47,3.95,2.5
2.25,3.28,2.5,1.81
2.36,2.22,2.59,2.67
2.74,1.71,1.97,2.44
1.61,2,2.98,4.63
1.82,4.67,5.48,1.84
3.21,3.09,2.9,3.34
1.64,2.82,3.19,3.89
2.18,4.04,5.4,3.71
4.53,3.11,3.96,4.24
3.56,4.18,3.35,2.29
2.69,3.82,2.1,2.42
5.54,2.94,5.49,2.17
3.12,1.91,3.55,1.95
2.95,3.82,4.51,1.95
2.89,4.16,3.26,5.19
3.68,3.34,3.68,4.78
3.76,1.73,3.47,5.07
3.09,2.31,4.61,3.08
6.17,6.26,5.17,3.92
1.95,2.04,5.99,1.76
2.87,2.86,1.48,3.04
4.82,1.69,2.09,4.29
5.86,4.74,3.65,1.92
1.51,3.69,1.79,3.61
2.92,2.34,3.06,3.15
5.14,2.01,1.41,1.92
1.62,3.55,2.6,1.78
5.21,3.56,2.17,2.06
3.8,2.42,2.85,2.65
1.49,4.55,2.58,4.45
2.4,2.04,4.02,7.31
3.8,7.6,2.99,2.46
3.55,1.64,2.29,1.76
2.08,2.7,3.33,5.58
2.95,2.69,1.74,1.87
1.49,1.68,4.42,3.64
2.94,3.45,2.42,1.12
3.26,1.56,2.89,4.54
3.89,2.85,2.33,4.79
4.88,3.21,1.59,1.97
6.41,5.01,3.91,2.91
3.45,3.44,3.36,2.24
3.19,1.71,3.38,4.72
2.82,4.24,5.16,2.52
4.35,2.34,3.15,3.59
5.75,2.67,4.49,2.61
4.11,1.84,2.6,3.36
4.21,1.51,2.22,3.59
2.43,3.42,4.89,3.7
3.19,1.58,2.68,3.03
2.09,1.62,4.65,5.41
4.92,5.64,4.85,2.79
1.89,3.85,2.72,4.54
5.05,4.14,2.24,3.25
5.68,1.88,3.77,4.53
3.24,4.49,6.55,2.42
4.02,2.09,2.68,3.01
3.37,2.44,5.02,3.58
3.41,2.61,4.94,3.98
2.61,2.74,1.88,2.31
1.22,1.95,2.63,1.67
2.52,1.46,1.86,1.94
2.11,1.98,1.67,4.04
1.45,1.36,1.79,2.37
2.05,2.14,2.13,2.69
2.35,2.38,4.73,3.32
2.94,1.98,1.46,3.94
7.76,4.16,3.79,1.46
1.62,2.42,4.08,2.65
2.28,3.71,4.21,3.58
2.14,1.21,2.86,2.45
2.87,1.84,2.39,1.34
2.01,2.07,6.89,5.58
2.56,4.06,1.81,1.36
6.48,6.8,5.48,2.7
2.52,3.04,3.75,4.34
5.03,2.32,1.76,1.28
1.94,1.33,1.14,0.5
2.05,2.9,2.52,3.31
2.33,1.01,1.68,1.71
1.83,2.83,0.98,0.52
1.76,5.04,4.32,3.7
3.61,1.31,1.11,4.46
4.18,3.85,4.24,4.23
1.13,2.14,642.1,600.6
604.2,560.9,573.8,540.4
601.5,658.9,654.8,655.4
613.1,535.4,605,585.4
415.2,466.6,230.3,540.5
319.8,397.9,482.8,511
591.4,575.6,350.5,590.4
532.4,135.7,67.9,382.9
515.7,522.5,491.5,209.5
569.9,516.8,359,572.1
486.9,612.8,209.7,602.8
679.5,586.4,606.5,445.4
319.1,246.4,463.5,378.8
571.6,565.7,375,313.9
216.7,285.1,506.9,330.1
542.1,249.1,442.9,352.2
362.8,446.1,308.6,494.2
475,583.4,535,498.5
520.6,520.4,560.6,508.1
489.5,411.3,528.1,190.5
115.4,310.8,253.4,246.9
426.9,538.1,412.5,86.5
185.8,178.7,483.4,497.4
409.8,290.3,426.5,332.1
261.8,282.8,62.9,312.9
442.1,409.1,311.7,391.8
206.2,245.6,68.6,129.4
262.2,273.5,264.5,202.5
216.5,182.2,153.4,120.2
275.5,383.1,351.6,63.1
211.3,95.7,87.7,102.4
26.5,157.7,138.2,75.9
166.3,300.5,298.9,257.8
212.8,59.7,219.1,283.6
255.3,243.3,238.4,231.5
242.1,172.6,86.4,77.8
45.5,589.65,272.76,364.69
444.24,527.88,205.12,201.88
303.12,498.59,178,356.2
240.35,107.12,179.12,219.12
391.29,604.29,394,622.59
115.53,476.65,306.71,551.65
422.24,660.53,640.82,330.59
489.06,489.12,529.41,475.29
507.47,90.76,387.71,136.59
301.35,146.35,190.88,153.71
336.47,584.59,635.18,599.47
646.59,660.41,566.82,401.94
319.19,606.53,600.82,587.18
574.76,611.59,564.94,599.82
567.94,556,553.59,395.82
449.35,409.88,517.06,444.44
377.88,507.65,555.59,390.76
395.12,536.88,301.59,172.56
472.71,174.12,540.12,409.94
446.65,265.69,349.76,309.88
494.94,528.88,351.29,294.94
430.06,417.06,369.44,439.29
100.82,187.18,278.65,60.94
302.71,335.24,300.31,170.29
229.88,327.24,146,168.06
289.41,430.94,452.82,395.25
481.29,364.57,335.59,350.82
235,163.76,104.88,226.82
235.65,273.76,233.06,259.71
389.94,344.94,204.35,58.24
236.94,354.69,101,309.65
304.94,219.35,245.81,327.06
324.65,312.59,309.41,230.18
258.06,133.71,121.94,247.24
261.65,152.47,223.94,303.82
292.18,222.38,204.94,217.94
123.82,94.65,143.71,132.53
86.59,63.65,263.65,373.12
442.76,368.06,464.06,419.29
310.59,569.12,425.59,53.18
181.35,134.88,448.94,279.41
310.12,263.12,368.06,495
411.12,444.12,469.31,434.71
361.47,132.29,528.59,585.82
585.65,517.12,582.71,622.59
620.35,416.94,429.41,592.88
228.76,255.06,300,183
485.71,554.47,532.76,252.82
392.18,637.12,241.76,92.88
507.65,302.35,137.75,423.94
521.94,578,358.12,272.69
303.82,473.18,299,335.82
626.19,592.69,471.47,573.88
603.41,621.82,594.62,477.29
547.82,589.6,509.63,528.35
301.41,527.18,588.82,465.76
322.94,558.47,335.29,435.06
564.59,607,239.06,437.76
443.76,283,568.41,564.12
487.76,243.18,208,364.29
329.29,457.82,536,537.18
494.71,315.53,290.29,548.94
535.18,437.12,491.94,502.88
505.47,481.47,454.35,330.47
497,426.2,524.13,547.4
324.47,362.41,381.53,505.76
522.94,445.59,524.82,518
515.29,508,476.47,481.94
511.88,467.65,192.06,279.12
445.71,485.24,430.35,283.75
426.69,416.24,413.41,291.41
365.65,97.94,196.24,275.06
360.35,64.35,234.24,82.47
136.24,188.94,274.12,184.47
367.65,349.41,309.29,58.94
136.35,138.41,236.24,242.53
284.94,91.65,62.18,262.29
172,277.59,51.29,129.06
219.47,142.59,174.12,171.29
110.76,40.41,90,271.35
261.29,201.76,245.06,197.59
178.59,244.9,117.8,255.1
428.6,366.2,533.1,513.4
437.2,218.7,282.3,263.8
523.3,563.8,572.8,568.2
515.4,597.3,571.8,581.6
573.6,531.9,559.4,505.6
513.9,586.2,380.9,500.1
583.9,359.5,391.5,505.8
360.2,365.3,109.9,285.5
112.6,381.8,483.2,324.4
259.9,441.4,445.1,399.5
461.9,612.9,499.5,460.6
345.7,130.2,260.6,589.3
554.6,239.8,414.1,192.6
320,632.7,626.8,597.2
527.9,437.3,550.2,388.4
227.5,180.9,274.4,99.8
343.5,525.1,297.4,339.1
369.8,552.6,351.5,345.1
539.9,465.5,505.9,485.9
552.6,542.8,563.2,534.8
457.6,538.8,390,517.5
493.1,483.9,519.6,207.8
367.6,405.8,93.4,195.9
510,443.5,288.3,510.7
472.7,359.8,441.1,394.7
298.9,166.9,506.9,355.2
483.2,443.4,158.8,389.9
371.1,391.1,200.7,192.5
113,506.1,468.5,353.7
459.9,340.2,389.2,388.1
418.3,99.6,286,406.5
414.1,381.8,101.4,175.1
356.3,370.6,199.9,315.8
369.9,375.2,361.6,163.6
51,242.5,262.2,192.8
105.1,145.1,225.5,74.2
131.8,119.9,122.1,81.3
275.1,167.4,314,196
156,212.2,58.3,202.8
214.2,184.1,127.4,113.4
53.8,212.2,50.7,114.4
69.9,37.8,186.1,157.2
164.6,470.12,344.82,149.29
413.35,113.82,91.24,402.88
550.59,506.94,524.59,495.82
440.53,293.94,295.94,404.47
500.47,592.71,508.29,541.94
523.94,87.24,620.71,609.35
538.59,552.06,551.94,490.76
343.29,549.18,352.41,378.06
564.47,234.71,279.88,258.94
534.18,592.71,491.88,615.71
620.35,383.35,122.53,279.24
214.35,276.76,157.18,399.56
459.19,584.93,564.8,402.14
241.29,436.82,562.18,458.18
371.65,488,457.82,649.76
633.12,627.06,606.53,581.35
580.24,442.76,292.65,424.12
649.71,612.24,198.71,301.47
458.82,357.88,108.24,239.12
482.94,412.59,420.12,323.65
320.56,370.12,372.76,404.65
527.35,468.69,446.59,325.47
121.71,587.35,518.24,415
585.76,579.53,513.75,424.88
417.29,536.59,559.88,382.12
459.35,321.06,504.18,537.82
573.65,496,503.24,526.29
468.79,506.82,492.41,525.41
528,371.41,86.12,301.35
399.41,498.06,205.71,287.06
435.29,392.71,271.18,433.53
345.59,209.82,192.24,319.65
506.47,336.59,241.65,97.94
314.88,244,380.18,126.19
317.71,279.06,309.76,317.47
426.65,399.53,332.82,304.88
267.53,158.24,118.06,75
213.41,308.47,208.65,82.53
285.41,160.93,65.59,129.06
160.94,294.41,151,322.24
86.82,253.88,181.71,109.76
119.35,282.47,67.06,217.06
77.94,74.41,90.29,71.76
44.65,54.65,24.41,27.76
77.29,134.06,198.41,225.88
69.47,56.94,61.24,580.71
583.41,571.24,154.47,297.65
395.94,574,433.65,179.59
300.24,481.88,566,426.41
211.12,550.18,415.88,392.53
194.88,46.59,232.06,178.53
560.94,341.76,376.76,335.65
268.12,197.71,317.59,526.69
505.25,668.64,606.88,330
480.53,245.82,324.18,433.53
338,546.29,471.47,235.65
394.29,376.47,532.65,333.88
564.82,306,283.75,669.13
532.82,622.76,600.47,527
610.12,632.18,428,581.53
438.65,368.24,400.06,416.46
337,500.41,577.18,621.59
561.87,518.63,379.35,208.5
177.18,113.65,566.8,466.12
587.65,448.88,549.88,548.76
553.65,486.88,228.29,539.12
388.18,563,504.82,546.29
434.12,526.47,431.94,241.47
508.76,234.53,325.94,235.47
402.65,526,525.18,540.59
396,425.24,114.53,449
536.94,438.59,443.59,420.06
260.18,367.31,332.06,196.88
513.18,404.4,232.24,367.47
346.18,463.29,442.06,107.12
197.53,47.71,102.71,419.18
248.29,217.41,275.8,308.2
123,223.76,406.53,315.47
148.71,226.94,386.06,337.47
351.94,377.76,278.94,384.59
163.76,196.82,301.65,338.65
355,336.31,338.75,320.33
233,179.94,345.41,331
335,292.4,316.69,309
287,193.71,267.71,317.88
197.88,264.59,243.35,166.82
112.24,151.13,160.53,150.24
150.76,50.35,175.12,21.6
23.1,25.1,25.8,25.9
24.9,24.4,24.5,25.5
25,26,24.9,25
16.9,18.7,18.6,13.6
15.6,13,15.2,15.2
16.4,20.9,24.8,20.3
27.8,28.4,19.1,14.5
21.7,26,28.4,25.7
20.5,24.1,23.2,17.7
20.3,21.8,20.3,17
21.5,24.2,27.7,29.9
26.8,25.4,21.6,23.8
24.1,22.7,25,25
17.3,13.5,14.1,18.1
21,23.9,21.2,25.1
21,21.3,23.8,21.8
25.4,25.3,29.6,32.9
24.4,24.6,27.3,28.1
30.2,28.7,24,24.6
20.4,16.8,18.9,14.1
14.7,18.7,21.2,21.4
13.7,14.6,15,20.9
21.9,20.6,20.1,23.6
20.5,18,17.8,14.7
21.7,24.7,26.6,24.1
24.2,21.2,21,16.1
14.1,16.5,15.8,14
13.1,14,13.4,15.4
12.8,14.6,15,15.9
11.1,12,9.2,8.8
9.4,9,13,13.5
11.8,10.5,11.5,13.1
13.1,14.9,13.5,20.5
20.6,19,18.6,18.2
17.3,17.3,13.3,12.4
15,13.1,25.45,15.65
16.53,16.37,18.98,15.22
17.17,13.92,14.58,12.79
16.13,16.61,12.49,14.25
15.89,18.99,23.53,20.45
26.57,17.21,20.18,16.12
19.02,18.39,24.93,29.62
25.71,23.73,28.15,27.34
19.51,19.81,13.97,19.22
15.59,15.49,14.52,18.25
20.02,15.14,19.85,24.89
27.74,22.77,25.65,26.99
22.01,18.25,22.12,26.01
28.87,27.61,24.56,22.51
24.28,26.39,29.23,32.31
27.58,26.92,27.57,30.54
22.06,19.22,22.29,24.84
26.08,26.95,31.43,25.82
19.92,24.81,21.31,19.39
21.67,22.08,22.19,17.2
17.63,22.92,28.32,25.15
24.13,26.82,26.81,27
27.24,15.22,15.62,18.47
15.26,19.2,16.15,18.65
12.95,14.58,16.93,14.24
13.75,15.11,19.51,20.85
18.24,17.11,18.5,15.64
20.9,15.27,11.33,13.96
16.37,13.16,14.65,14.33
13.17,15.61,17.86,19.65
16.37,16.73,21.81,11.85
14.38,18.87,16.28,10.99
12.46,13.39,13.79,20.08
18.72,20.59,17.42,16.71
17.62,16.12,13.8,11.84
9.91,10.99,11.59,13.94
14.44,11.32,12.37,8.46
9.39,11.28,9.06,10.11
9.71,9.95,10.86,13.91
15.26,15.94,17.18,18.55
12.3,12.21,12.51,11.6
9.23,10.45,12.84,15.17
18.21,21.1,22.19,13.82
12.9,15.36,11.62,18.64
21.39,20.99,22.68,24.65
21.96,21.97,17.27,13.65
17.21,14.65,15.79,16.06
17.52,18.61,18.38,23.35
17.6,17.11,24.84,15.64
11.72,15.01,15.27,11.74
19.86,27.03,24.11,21.19
22.85,21.81,18.02,13.71
16.29,29.81,28.43,27.44
30.52,30.88,31.46,28.51
26.94,29.92,32.21,30.87
26.86,18.96,22.52,23.29
22.89,21.84,23.39,20.01
22.41,25.22,29.58,19.48
20.33,19.32,20.09,25.75
28.11,29.12,20.54,18.66
23.77,25.48,27.03,29.12
31.85,33.76,26.03,22.53
27.39,30.09,26.98,26
26.8,27.14,29.36,25.58
20.66,20.61,23.83,27.15
32.05,22.45,23.66,23.45
25.62,25.36,25.22,22.89
23.74,26.29,27.88,26.16
26.96,28,26.79,18.68
16.76,20.46,23.65,26.05
24.04,22.16,21.88,23.08
20.7,23.45,19.24,15.31
20.99,25.32,15.97,14.06
12.22,14.62,16.12,16.58
13.66,16.53,17.85,18.15
12.52,15.02,14.6,15.27
18.11,16.01,12.76,12.36
14.24,14.4,16.71,10.25
9.49,8.28,7.19,6.69
6.54,7.16,8.51,9.99
8.76,8.68,6.71,7.11
5.26,6.54,14,9.6
13.3,15.9,17,20
20,20.5,13.7,15
12.4,18.3,24.3,29.1
27.8,27.4,21.7,22.1
22.9,23.9,22.5,23.7
26.1,24.3,25.3,23
23.1,26.1,21.5,24.5
25.7,24.6,23.3,18.1
17.8,14.6,18.4,19.7
18,17.5,19.2,21.1
23.1,24.3,28.1,27.2
22.8,22,11.4,17.9
21.7,24.7,22.1,22.5
19.7,21.4,25.9,27
28,28.9,23.6,26
25.6,17.9,16.4,16.9
15.5,21.6,27,19.5
17.7,18.1,22.9,22.3
18.6,26.4,28.1,28.3
22.9,29.1,23.7,27.8
31.9,29.6,25.2,24.4
29.9,32.5,34.2,34.6
18.1,22.8,23.9,16.1
17.1,19.5,23.9,24.2
29.6,30.3,29.2,25.8
26,20.2,19.2,29
29.2,28.3,33.1,23
23.9,14.1,20.1,17.5
10.4,12.1,16.5,20.4
17.2,19.4,20.3,23.6
20,21.7,14.4,19.2
21.5,22.6,22.6,16.7
16.5,23,26,18
18.9,19.6,21.5,24.5
16.8,14.2,17.1,17.7
15.2,14.9,16.6,17.1
11,13.5,14.9,13.9
10.9,12.3,11.4,10.7
10.1,10,7.6,3.9
7.1,9.8,11,9
6.4,7.2,6.2,7.6
